ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Media_IDs,comment,comment_french
LX001298,xed,tàmá,adv,,96200211d8594ec201593f03cd1410b5,,
LX001299,xed,tán,adv,,,,
LX001300,xed,tán,pron,,,,
LX001301,xed,tàn,pron,,,,
LX001302,xed,tán tán,pron,,,,
LX001303,xed,tíngə̀l,adv,,a4f30bd264cd16c93863391c978365e9,,
LX001304,xed,tíngìl,adj,,,,
LX001305,xed,tíntà,v,,db14cf1db2f4196b4679971e3f824010,,
LX001306,xed,tántán,adv,,81f7f5bbe2d036f3876c580ff18fd4cb,,
LX001307,xed,tàŋwàlà ghúvì,n,,9d8ac25669faeefe1c22237f30a5e0a3,,
LX001308,xed,tá-ná-f-tà,v.tr,,034ee7a251de1752563be2c67fbd5728,,
LX001309,xed,tá-p-tà,v,,015c388c2a71ac3c3f27d87e68eabf4c,,
LX001310,xed,tápá,v.intr,,76c8bd1a5ff0bde6ac333efb78d43d36,,
LX001311,xed,tùrtúkw,num,,,,
LX001312,xed,tùsájì,n,,4156c03a070c7da285930ab0c4e635d2,,
LX001313,xed,t-ù-tà,v,LX001266,,,
LX001314,xed,tátà,v,,d1599ddbc3ab29e7ebc53c1dbb291090,,
LX001315,xed,títí’w,n,,1307ebc0d08ae29ee2a93343f58de7ac,,
LX001316,xed,táw,n,,1bde11f67372da9805d973b741fa7221,,
LX001317,xed,táwá,v.intr,,946918c6bebd7b0c85a991a7a506f5f8,,
LX001318,xed,táwá,v.intr,,,,
LX001319,xed,táwà,v.intr,,,not object-directional,n’est pas orienté vers l’objet
LX001320,xed,táwákrì,n,,cb6bde69e6914f6539b9af4139f0843a,,
LX001321,xed,tàxá,v,,,the complement is a verb or a verbal noun,le complément est un verbe ou un nom verbal
LX001322,xed,tíytíy,n,,9b85bee8be7fd38804ffb9095385c795,,
LX001323,xed,vdzí,n,,379aaefd235342caeeac2c78cac50b53,,
LX001324,xed,vɗú,n,,dc26fbe50f361ca93519b7df13ca6026,,
LX001325,xed,vɗá mbátú,n,,b23f4869ca0b22e206cf97825ebb7eff,,
LX001326,xed,vghá,n,,a176751b393e188367612e206a7a0bd8,,
LX001327,xed,vgìr,n,,fb45bdf4ec37bb20b68175258d562ee7,,
LX001328,xed,vlá,v.tr,,0f85a632e84abeff2fab0f68fd4146bd,the thing given is marked by the preposition 'tá',l’objet donné est marqué par la préposition 'tá'
LX001329,xed,vlá,v,,64c1af0d17ffb59838a782ff5dea0eb6,,
LX001330,xed,vlì,n,,18b3893ad13e7651c4a395d95de6c85e,,
LX001331,xed,vlá-n-vlá,v,,31f23494618c822971b0d659bcb2eea0,,
LX001332,xed,vlìŋà,n,,9f0e26fb900647a78bd55b31f8e842b6,,
LX001333,xed,vlá-ná-ghá-vlá,v,,e609b60b41e1e6174f2ad641d3d742c1,,
LX001334,xed,vl-í-vlà,v,,139a5e5d1b999d7a207c6b694f93a6b7,,
LX001335,xed,vlá-vlà,v,,15b37af8ab73a4e75138e87834848b46,,
LX001336,xed,vníxí,n,,3fd395da2e74ce7711e4a75866475edd,,
LX001337,xed,vníxá,v,,68d9eef5ea5cea2fb738f8162502ffbf,,
LX001338,xed,vrá,v.intr,,66c0f527343c28715f3a629b21acf778,,
LX001339,xed,vvìrndízlìkw,n,,9a9376a66229bea6d7b836c775cdfefb,,
LX001340,xed,vwàx,n,,08f96bdd369717adb3d73887d9a2ad85,,
LX001341,xed,vzə̀k,n,,bbfdbf046ef3419520a8ad450ece74f7,,
LX001342,xed,vzlàzláŋ,n,,,,
LX001343,xed,vzá,v,,09979bfd6cecea047b7699bb5ece6407,,
LX001344,xed,vzá mándàzl,n,,183edb75c6ef3a4b0e22369e20d057a8,,
LX001345,xed,vzá-f-vzá,v,,0f6cd7adcfc0ec5bfaa67930a9ff77f4,,
LX001346,xed,vzákà,n,,2ddf72c6558acb8df849947fb4fa9682,,
LX001347,xed,vzá-ná-ghá-vzá,v,,897767ccd42db77a8a284a383246e3f2,,
LX001348,xed,vú,n,,ce633a22795190ce65631cb2ad015a34,,
LX001349,xed,và,v.intr,,3197801b49c7b273c1bfec021585069b,,
LX001350,xed,víɗím,n,,413199d02f5cc671226988a7575b48ee,,
LX001351,xed,vàghú,n,,1096ece289e3c40003ff99710e687547,,
LX001352,xed,vàghà,v.intr,,c6e8cf7ad1a7523cd4a9f9a8c55546e5,,
LX001353,xed,vágwám,n,,8031e97167920c160b0eb69c4aed2e9a,,
LX001354,xed,víkvík,n,,e172b08327ecad356464bf52efb3d184,,
LX001355,xed,vàkú,n,,e27d13d948891b159d2c90669591dbd7,,
LX001356,xed,vàlú,vn,,dfc68d3a2f3d1a22680d865fc0c0eb8e,,
LX001357,xed,vàlà,v unsp,,,,
LX001358,xed,vàlà-dá-vàlà,v,,80a6e38882042bb84e7cc2ec87abfee1,,
LX001359,xed,vàlá-f-vàlá,v,,58fc6062964d1b27b54e8ad1c015867f,,
LX001360,xed,vàlá-ghw-vàlá,v,,eb6396178eeec577373c368cdb43aad6,,
LX001361,xed,vàlá-ghá-vàlá,v,,82b73d2305c0406b6c24c5807691ea7b,,
LX001362,xed,vàlá-gá-ghà-vàlà,v,,c8520e870eac862b77c88a3a41ca5f65,,
LX001363,xed,vàlà-gá-vàlà,v,,9ea00cf845950e6e7a02dd9b529b273e,,
LX001364,xed,vàlà-k-vàlà,v,,586b5827169a256fab46339806ec1790,,
LX001365,xed,vàlìkèrà,n,,,,
LX001366,xed,vàlá-m-vàlá,v,,acf71156727aa4a413dafc8b3ff21dfd,,
LX001367,xed,vàl-ín-vàlá,v,,,,
LX001368,xed,vàlàŋwá,n,,4f9f488ec166028580b4495b231b6f12,,
LX001369,xed,vàlá-p-vàlá,v,,bb3e849ceaae7365703300ef33c36f7c,,
LX001370,xed,và-m-và,v.tr,,,,
LX001371,xed,v-ín-và,v,,,,
LX001372,xed,vànzíxà,n,,a54e9d62f7cc74b3ec1a8b8990037260,,
LX001373,xed,vànzíxà dígìr,n,,7367dd7aeb42009316ca07cdb7bfff1e,,
LX001374,xed,vàrà,n,,,,
LX001375,xed,vàrà dvá,n,,a9ee4559870b11215c42ee603a8c4319,,
LX001376,xed,vùs,n,,10d689b2a1b8df3ce9eda7c1dca5255e,,
LX001377,xed,vávù,v,,6a7f4eff9b5acef0dfcfdb7718a480f3,,
LX001378,xed,vàvàlàkú,v,,,,
LX001379,xed,vìvìxá,n,,69a2801f14ecfff6dec34c00c1750dea,,
LX001380,xed,vúvù’úkw,adj,,18427b8afd083a12548622a373d597e9,,
LX001381,xed,víxà,v.tr,,,,
LX001382,xed,víxá’w,n,,c796e6efa78b19dec073f6d561e88e02,,
LX001383,xed,vàzák,n,,5b06ff805ff26e3a5c544941752af4f7,,
LX001384,xed,wlìlík,n,,7792f0707e0ab696d7cd7eb510e0b13f,,
LX001385,xed,wlíwá,n,,1ffd4f7bc621d778cdb277bf97c32ad9,,
LX001386,xed,wrə́k,n,,2d2623ffe8bf8011d2145f4d08018cd7,,
LX001387,xed,wù,v.tr,,,,
LX001388,xed,wú,gram,,,,
LX001389,xed,wù,gram,,,,
LX001390,xed,wì,n,,,,
LX001391,xed,wá,q,,,,
LX001392,xed,wá,q,,32ac72315ea56f1b07373bfc65db3b45,,
LX001393,xed,wà,gram,,,,
LX001394,xed,wà,v.intr,,86e206d3b81a9cdcfa71286b34dbdd3b,,
LX001395,xed,wà tí,q,,,,
LX001396,xed,wà á,dem,,333e20481ca87c49d21bcba1da7bd7ab,,
LX001397,xed,wùbú,n,,d2b9fad83cd0ca45af355bc676d18134,,
LX001398,xed,wùbìsím,n,,f0922b220453ba5649a7608bb82fa410,,
LX001399,xed,wùdá,v,,,,
LX001400,xed,wùdá,n,,,,
LX001401,xed,wùdà,n,,deab7f8737452b759b4d1d9a2da7810d,,
LX001402,xed,wùdà,n,,,,
LX001403,xed,wùɗà,v,,f2a5738d562bc17c7c48608192026e18,,
LX001404,xed,wùɗà,v.tr,,a3ec7783975de596035432028d9925b4,,
LX001405,xed,wúɗá,v,,,,
LX001406,xed,wùɗà,n,,1a98b86323746eb0794316edc3acbd2c,,
LX001407,xed,wùdà zúɗúm,n,,65c289118d95b57c87e1e78d028dd770,,
LX001408,xed,wùdà-ná-f-wùdà,v,,d145c39e86156d14550144a353199ce0,,
LX001409,xed,wígì-ŋ,v,,,,
LX001410,xed,wìrák,n,,3ac6ea684c4bbeef620953ef132340d8,,
LX001411,xed,wìtghà,n,,88d551f19952615be6257c7fc87239f8,,
LX001412,xed,wàtú,adv,,c6a6b2ee225f82385e8b3b565a552243,,
LX001413,xed,wúták,n,,5860ddf4fa5657e5478463ea1fe78fab,,
LX001414,xed,wáwà-kú-,n,,0d282acfde1b9bbab678a91495dc79e5,,
LX001415,xed,wàxpálù,n,,89be0d1a6da74a5ccb85e1714cd9bd50,,
LX001416,xed,wíxà,v,,,,
LX001417,xed,wàxú,n,,0132bd74638ab60fd659834110392f10,,
LX001418,xed,wàxá,v.intr,,5b3b0734c7c3ea74791798992afb4b6b,,
LX001419,xed,wáxà,v,,,,
LX001420,xed,wúyá,v.tr,,d3b911be4b07e786a010f6f48e18da16,,
LX001421,xed,wúyá,adv,,800c8321a60e958afb2869857bf67be4 ; ddd55e5b581b86978125130965c3dd10,,
LX001422,xed,wíyà,other,,09cd39eed48f7f421332b021b6cec64e,,
LX001423,xed,wízwíz,vn,,a5bea6a693f305a45ee870010b54adb0,,
LX001424,xed,xɓùzá,adj,,c1d613e7c550c11e835488d00b75df1d,,
LX001425,xed,xdə́r,n,,5b3736c266ee852692dead52d235bb34,,
LX001426,xed,xdə́rá ngrá,n,,580613993d43839ed144b2e1408b953e,,
LX001427,xed,xdzá,v,,,,
LX001428,xed,xdí,n,,,,
LX001429,xed,xə̀n,pron,,,,
LX001430,xed,xə̀rfá,n,,1e20e085afbab80f1e510c7cc6d18a5e,,
LX001431,xed,xgà,n,,4a388bc2f8a4e3642dcd6c440b3feee9,,
LX001432,xed,xgá,n,,1590a11baae391ee103993ddb25d5795,,
LX001433,xed,xgà,v.tr,,71d6ba47dbdeaab3e16147c799929678,,
LX001434,xed,xkán,num,,b83ae30036e2342a577743f69366d273,,
LX001435,xed,xkán msàk,num,,,,
LX001436,xed,xlə́,vn,,9aef4f5acfb81cbac47d0c8c83a36db8,,
LX001437,xed,xlá,v,,3d2fe686eacedc530ed6744245682508,,
LX001438,xed,xlìbá,n,,d690f212ee59a09f07bb015885a971e4,,
LX001439,xed,xná,v,,b06ba1471c429a267a9439b1ebcece66,,
LX001440,xed,xpú,n,,f141be09d440484b9105c3f1d16dd97d,,
LX001441,xed,xpàɗá,v.tr,,,,
LX001442,xed,xpèkwà,n,,,,
LX001443,xed,xrfá,v unsp,,,,
LX001444,xed,xtsíŋ,n,,a770035424278b9dc8cd17047dca600a,,
LX001445,xed,xvá-f-xvá,v,,,,
LX001446,xed,xv-ú-n-xvá,v.tr,,,,
LX001447,xed,xv-ú-xvá,v,,,,
LX001448,xed,xwɗí,n,,,,
LX001449,xed,xwátà,n,,a0ba694a3449d945561489d87d17453f,,
LX001450,xed,xwátà,adj,,a0ba694a3449d945561489d87d17453f,,
LX001451,xed,xwáyá,v.intr,,822ed12d861cb2684b429f01f22eb972,,
LX001452,xed,xwáy-áy,v,,,,
LX001453,xed,xwàzlá,n,,d206c356695ab99b6953179a736ebc9b,,
LX001454,xed,xyá ghàzlǝ́rkà,n,,99b5c64688303ca03e9d2f839befff32,,
LX001455,xed,xá,adv,,dc85dee374a0622d48cfe046c27d4eb6,,
LX001456,xed,-xà,gram,,,,
LX001457,xed,xábá,v.tr.pl,,,xba: attach a single thing,
LX001458,xed,xàɗ,gram,,,,
LX001459,xed,xàd nà,adv,,e47e180487c9f533bdb61de7f6b8088e,,
LX001460,xed,xàd yá,adv,,e03c65a07aba013cf86e1c113ce38181,,
LX001461,xed,xìdzán,n,,f3a4d4cfa6c125354810deabbf33c2d8,,
LX001462,xed,xàdà,adv,,1cbebbc0045cb50fbfab55107a6e748c,,
LX001463,xed,xúɗí,n,,,,
LX001464,xed,xàɗú,n,,b4c874bfbb76ca6f0a4a91a8aaffd33a,,
LX001465,xed,xàɗú,gram,,,,
LX001466,xed,xíɗá,v.intr,,,,
LX001467,xed,xíɗá,n,,,xí?ákù: sagesse,
LX001468,xed,xàdà á,adv,,a4f5dfa88bd543e019b41eee79ea5cf9,,
LX001469,xed,xàɗík,n,,461e7d6408ffcd35bb3990a743398373,,
LX001470,xed,xíɗá-kw,vn,,bd072fa2154cc1402e67895e2ee7b8fd,,
LX001471,xed,xíɗáxíɗá,n,,ae576d293d0324c29539a814dc324d92,,
LX001472,xed,xúfákú,n,,4579c00b42ac2b775e933d08bc27f7a5,,
LX001473,xed,xàghú,n,,,,
LX001474,xed,xékì,n,,ff0bbf879d3cb898e75f526bc149296b,,
LX001475,xed,xúl,n,,313d54b5fa72d7063fe5a093031d5f54,,
LX001476,xed,xìlbá,n,,caae017743468e2f388de7496c88e079,,
LX001477,xed,xàlálày,n,,,,
LX001478,xed,xùlámá ghzù,n,,,,
LX001479,xed,xùlámá mbxwálì,n,,,,
LX001480,xed,xùlámá skú,n,,,,
LX001481,xed,xùlépété’,adj,,,,
LX001482,xed,xáláwáy,adj,,556f0277fc680773dc9c05cb94029c70,,
LX001483,xed,xúl’úá,n,,7cc2bca74112d824dadb085b93236071,,
LX001484,xed,xúl’úá tá krì,n,,,,
LX001485,xed,xàná,v.intr,,20e3a2b251bbb1306692c0af80f1d1d9,,
LX001486,xed,xànà,v,,,,
LX001487,xed,xàní,n,,f05aa8b8b0f7ad2227fc3543d351f47e,,
LX001488,xed,xáná,v.tr.pl,,,,
LX001489,xed,xànà-xànà,v.intr,,,,
LX001490,xed,xùrfí,n,,1eb18c92f4690c7e191ebc67149ebecf,,
LX001491,xed,xùrgú,n,,ed6c9cc265bd8acd508defb5180a7021,,
LX001492,xed,xúrndzá,v.tr,,be41287dfe1439447d472a7ca9375c0f,,
LX001493,xed,xìs,num,,a05aab98c7ef87142f73eb953bae2788,,
LX001494,xed,xìs sàmsàk,num,,,,
LX001495,xed,xìs sàmsàk ndéŋ,num,,,,
LX001496,xed,xìsà msàk,num,,,,
LX001497,xed,xàsú’ù,n,,445f19a8559ac315c1202bba239d4262,,
LX001498,xed,xútá,n,,b4ab1a95257b48a2c8711d546ebfffbc,,
LX001499,xed,xùtá vdà,n,,,,
LX001500,xed,xùtáf,num,,,,
LX001501,xed,xùtáŋ,n,,,,
LX001502,xed,xàvá,v.tr,,a8c1098d1e6e965a9ad3011955890484,,
LX001503,xed,xúxúr,v.tr,,1184060af2970e75671d1fa60784cf2f,,
LX001504,xed,xìyá,n,,bd2643a4fd014aebb75bf379651ddb4d,,
LX001505,xed,xìyá-xìyá,n,,c2b2d80c1a431c4b9878942a89442c28,,
LX001506,xed,xìzl,n,,29dc5fdc087c6dbf8ace037ffad36bcb,,
LX001507,xed,xùzlà,n,,437a1c95297bedb6d06da727896bc80f ; c936458d3d5d04edaafee0febc01d30c,,
LX001508,xed,xú’wá,v.tr,,,,
LX001509,xed,xú’ú,v.tr,,a9dfa1b1b6cde4e6bbbac663666e1634,,
LX001510,xed,xú’ú,vn,,,,
LX001511,xed,xí’ídí,n,,cf6ee7bfa2fbb8d7072333a41c0cda99,,
LX001512,xed,xí’ídá,v.tr,,,,
LX001513,xed,xì’íá mùnzùfí,n,,92d45ebc7af03520d13239516dace683,,
LX001514,xed,xì’íá páká’w,n,,c7e0a15de20e5bba5a6ec1268d093f17,,
LX001515,xed,yyàw,other,,b4724226a060b3d3a4e8467c4c75654b,,
LX001516,xed,yà,gram,,,,
LX001517,xed,yá,dem,,,,
LX001518,xed,yà,v.tr,,,,
LX001519,xed,yíɓə̀r,n,,17aa6956dc88adb669265c99b6ad2172,,
LX001520,xed,yídá’w,n,,573d6dd99fb3518cc5ee068f616c279f,,
LX001521,xed,yàghá,gram,,bf79865e39a769a1b307faadb217b20c,,
LX001522,xed,yàghá,v,,241f167fb70d41354e4b404503b4b431,,
LX001523,xed,yàghí,adj,,383312a2b8d0aac54230c078d659a5af,,
LX001524,xed,yàghí,n,,640bc219340d6f66e41bb595ef5b82f4,,
LX001525,xed,yà-m-yà,v,,f726f55131ef5145d1131eeab10eb021,,
LX001526,xed,yà-n-f-yà,v,,,,
LX001527,xed,yà-ná-ghù-yà,v,,8b044cadcaa9c3b5c163f83be840fce5,,
LX001528,xed,yà-ná-yà,v,,c100042d97c5c4d94caad633559ed5cb,,
LX001529,xed,yìvá,v,,4f27955e37f38050dcdbd91e702db670,,
LX001530,xed,yàwú,adv,,a0d196901bdff10a7922d8da34626bd3,,
LX001531,xed,yáwì,n,,3274d97ba02eb3dd11c579b907116299,,
LX001532,xed,yáwà,adj,,9e3217a5465e40edb2f8900e2fc7cdf0,,
LX001533,xed,y-ù-yà,v,,ea65127e5ef1f6fc16bb710c21396116,,
LX001534,xed,yà-yà,v.tr,,55b483a67ddab85c27c64c0da4a515a7,,
LX001535,xed,zbà,v,,aaa04bc516ab0ee3247278dc168a7881,,
LX001536,xed,zɓá,v,,670451d18536cd07e9d6eee45cd097f6,,
LX001537,xed,zɗá,adj,,f9b1404ab21e08ddd1bc787ef154da57,,
LX001538,xed,zɗá vghání,v,,17230fac7435d1648306ef8ba8644058,,
LX001539,xed,zə́-gl-z-í,v,,,,
LX001540,xed,zə́gláftà,n,,c19b03321ad953531b709a94eb346f36,,
LX001541,xed,zə́m,n,,d97cf6b8e72d7cf7793cc0212f68378e,,
LX001542,xed,zgwánà,n,LX001545,1c731df77d3a219ba881de49c6aae3d5,,
LX001543,xed,zgì,n,,0a63593816f2557661dda17d4be29a2a,,
LX001544,xed,zgú,n,,1be0f5cb17d41bca2f23823a326ccc36,,
LX001545,xed,zgún,n,,f514f541d8cdd001af0d944809ca304a,pl. zgwánà,
LX001546,xed,zldrá,v,,225f95b8f302682b3b364e69106763b8,,
LX001547,xed,zlə̀mbà,v unsp,,,,
LX001548,xed,zlə̀mbàkú,vn,,,,
LX001549,xed,zlə́ŋ,n,,05091caa6a6c99ca5de90b57e1e5757f,,
LX001550,xed,zlə̀rdzí,n,,f1664408e6d1f36543f2302ae2ed5378,,
LX001551,xed,zlghà,v,,,,
LX001552,xed,zlgháwì,n,,c4fee7d13a7b9457c17fcba037fc8e38,,
LX001553,xed,zlmbùx,n,,d77ec3c5be2be5fc9b7a8b2a48d88e09,,
LX001554,xed,zlrá,v,,,,
LX001555,xed,zlrá,v.tr,,,takes liquid as object and not the container,prend pour objet le liquide et pas le récipient
LX001556,xed,zlrá-f-,v,,,,
LX001557,xed,zlrímì,n,,ee2bb4dc9971b4dc4d31a65bfd67d8e3,,
LX001558,xed,zlá,v,,0156029926672cf39c7297d386be37a3,,
LX001559,xed,zlíbí,n,,36830667c4aaa808f10b3f32f88529c9,,
LX001560,xed,zlàɓà,n,,0bded99f6eb9627533d746b3e6ec515c,,
LX001561,xed,zlàgú,n,,413503f5d9563ab5bc5efe740e7b22c2,,
LX001562,xed,zlìgàmà,n,,fea82f9bc582b2b828015c112c7c4885,,
LX001563,xed,zlámbák,n,,bc08b5cb1599a6afe9242437612b50da,,
LX001564,xed,zlàmbàkàtàghə̀rzlá,n,,5448efb8c4a32e60a5a5ccbb7fc412b8,,
LX001565,xed,zlùngùts,n,,25755df9cf603f01c9ae258e38e80894,,
LX001566,xed,zlàŋwáɗàk,n,,,,
LX001567,xed,zlàràvú,n,,d1c690ff01d6a7d9d730460fab434294,,
LX001568,xed,zlàvák,n,,,,
LX001569,xed,zlèwét,n,,8b4f934d736662a610d7dfa1a3be0595,,
LX001570,xed,zláx,adv,,,,
LX001571,xed,zlíxà,n,,df89003771bb5e3e6d5c4b86c9150ba1,,
LX001572,xed,zláxú,n,,ed515b7ef3721995e152056588a9ce27,,
LX001573,xed,zláxákú,vn,,cf358b5831f1e29eb10439e6d54df3cf,,
LX001574,xed,zlày,v,,b53d5f2928a2f061455b50442fc06648,,
LX001575,xed,zlày,prep,,,,
LX001576,xed,zlày,adv,,3041beb38fed46ff72871ff88393d2b1,,
LX001577,xed,zlày,gram,,,,
LX001578,xed,zlìzlám,n,,f3de54372bf7e162fa4f0a2b5bc1394e,,
LX001579,xed,zlízlàr,n,,73230bf6f6a04917cd43699c6ed59be1,,
LX001580,xed,zlú’ú,vn,,43a4538d496d6e42a7d308f04d62b5ed,,
LX001581,xed,zváxw,n,,002c848d1725bb5b063caa7cc7bac89c,,
LX001582,xed,zwán,n,,73dcaec9899521151501d13cb8ea2bb4,,
LX001583,xed,zwáŋ gláf-glù,n,,,,
LX001584,xed,zwán-ì,n,,1da7f455363bd4d6345d7e0f1da45cd0,,
LX001585,xed,zú,vn,,48774fc106b7a9e6ebfdf2a97e7bb32c,,
LX001586,xed,zà,v.intr,,189d7b83308ef5fee88f405ada619a1e,,
LX001587,xed,zá,v.tr,,,,
LX001588,xed,zá mndú,v,,585d9e4bb40bd0bb7bd2b00c0fe6dba5,,
LX001589,xed,zídìkw,n,,251affd2f2b7193473bbb9fd070de97f,,
LX001590,xed,zúɗúm,n,,260d170731f5a704200e4403c39222b3,,
LX001591,xed,zà-dá-zà,v,,748c0dd109e8a3c208a7b1efb999b02a,,
LX001592,xed,zíghwɗìkw,n,,4b8075bcfc53143d8fdad1b7e98cf70b,,
LX001593,xed,zàghwál,n,,41a01c0e314e0902bb5f4be6ba3c9a5d,,
LX001594,xed,zá-ghá-zá,v,,,,
LX001595,xed,zà-gá-f-zà,v,,6ccbaee3405f50e530ce1d6cc26dfc62,,
LX001596,xed,zà-gá-ghà-zà,v,,11b42d9712b4f3e0e44519e6e25a1d5a,,
LX001597,xed,zéhwí,n,,,,
LX001598,xed,zák zák,n,,33f94cb3b8a2809fd7a5f54233698878,,
LX001599,xed,zà-k-zà,v,,,,
LX001600,xed,zálá,n,,f8d14c2d75d0900a7fa5e4f63915c2a3,,
LX001601,xed,zálám,n,,326123204481c7f358eb48f7d9fd53aa,,
LX001602,xed,zàmblákà,n,,,,
LX001603,xed,zàmbá,n,,4782cc02b2086640baa7aafc7e1c7639,,
LX001604,xed,zàmànà,n,,4f2e42214f7fa595b4460d81704e60ce,,
LX001605,xed,zíndíŋ,n,,90444703ae75432ea7c1836750a21aff,,
LX001606,xed,zíngá,n,,a1100420c35412ecb80d2a158acb42b2,,
LX001607,xed,zàŋwá,n,,ca1adb32476001bd51580c820b551c77,,
LX001608,xed,z-íŋ-zà,v,,afc6ae219992c5a6558758f43f934c9e,,
LX001609,xed,zènzéŋ,n,,6be66c2dcec7a08af4a38f47c8439f1f,,
LX001610,xed,zèŋ-zèŋ,n,,108cfa2c0d87ba898cf6dc8d2bd0aa76,,
LX001611,xed,zà-ná-ghá-zá,v,,b5ec26777ddf8ca02d9b72b60a5eb233,,
LX001612,xed,zìnàk,n,,1dfd5c112bf7cab7f9cef16e196e672d,,
LX001613,xed,zà-ná-p-zà,v,,5dda5dcc8847e746bb0b659101a34131,,
LX001614,xed,zá-p-zà,v,,,,
LX001615,xed,zà-p-zà,v,,4345b401d197352775db589da70a0a61,,
LX001616,xed,zívr,n,,84ce4a69dc4641fc264b5f29058ce5e4,,
LX001617,xed,závzává,n,,bc32ee0d049fc36d09efc7ccb8c1be3c,,
LX001618,xed,zává,n,,a6894f24a02ff96653be624381176785,,
LX001619,xed,zává tá ksú tá jvú,v,,7a1bfc098cac3b8d99fa5353d9c7635a,,
LX001620,xed,zává tá màlízà,n,,92e2a3855845c68da7f15f4852db2860,,
LX001621,xed,zàváɗ,n,,c7476ef99ad162f96dc031beddc8dab6,,
LX001622,xed,zívàk,n,,232365ca7c2eab353ad7af22308aa8df,,
LX001623,xed,zìwàzìwà,n,,c29152a4f09b556faac8e76ed4bad11e,,
LX001624,xed,zìí,v,,23ffee1cca5cc7f5001564e802f5a176,,
LX001625,xed,zì’yá,v.tr,,b5dca27c90788d423b47222ee164fd1f,,
LX001626,xed,zù’ú,n,,,,
LX001627,xed,-ì,gram,,,,
LX001628,xed,-í,pron,,,,
LX001629,xed,-í,gram,,,,
LX001630,xed,á,pron,,,,
LX001631,xed,à,pron,,,,
LX001632,xed,á,dem,,,,
LX001634,xed,à,interj,,,,
LX001635,xed,à,gram,,,,
LX001636,xed,ì,dem,,,,
LX001637,xed,ó,interj,,,,
LX001638,xed,ì,gram,,,,
LX001639,xed,á dúŋà,adv,,,,
LX001640,xed,ùbú,n,,20386b05df8ce2654cb6faa6dda02426,,
LX001641,xed,ùdzú,n,,ada85ae95a39bee9456d2af7f6899739,,
LX001642,xed,ùdà tímì,n,,f2369e899b7cb02631cd0c3054ebd7dc,,
LX001643,xed,ìmí,n,,e31b4d4ca99c833b7022d19723738156,,
LX001644,xed,àmá,conj,,,,
LX001645,xed,índà,quant,,9ea49226b1b23b6f6b64b905c2a3e8e0,,
LX001646,xed,íŋnì,pron,,,,
LX001647,xed,ìná,adj,,7935675a89da93cdbeb12ffbc7bf998b,,
LX001648,xed,ìnàkú,vn,,0ed8bc23b185687c44abe97cf8d4d7ca,,
LX001649,xed,ùrná,n,,,,
LX001650,xed,ùrná ghwàndàlá,n,,3e71f4d2feffa939381cabf34d2b0570,,
LX001651,xed,ùrná kúkù,n,,2ca29ddadc72b0f4edc15d9881b51b10,,
LX001652,xed,ùrná tá xdí,n,,7a77d709d92f7ae5da948bc5c721b474,,
LX001653,xed,àrí,conj,,,,
LX001654,xed,ìrí,n,,2055d9babfb9e06840f296d31e2ff3e7,,
LX001655,xed,ús,n,,ad2d58ad7c34513903ac4110b13e5b01,,
LX001656,xed,àsé,subord,,,,
LX001657,xed,ùvá,n,,3acc54d8d9e8cabbaa576a984c8aebc5,,
LX001658,xed,ƒwáɗ,num,,,,
LX001659,xed,ƒwáɗ msàk,num,,,,
LX001660,xed,-áy,gram,,,"verb with this marker is one of the citation forms of the verb, for most verbs, the form with the marker 'ay' is not represented, as this marker can be added to any verb","La forme verbale marquée ainsi constitue l’une des formes de citation du verbe, pour la plupart des verbes, nous ne donnons pas la forme avec le marqueur 'ay', puisqu’il peut être ajouté à n’importe lequel"
LX001661,xed,’-á,pron,,,,
LX001662,xed,’á,pron,,,,
LX001663,xed,íí,pron,,,,
LX001664,xed,‘á,pron,,,,
LX001665,xed,ù’wà,n,,4b41eef3e906010361d5e7398c25ab94,,
LX001666,xed,ú’wáhlà,n,,,,
LX001667,xed,ú’wáhlá,n,,,,
LX001668,xed,ù’à ghàdìgír,n,,03129c2f73f734ba378255fe44e02f0e,,
LX001669,xed,ú’áhlà,n,,a95532259d595328dc90f3a3aef517c2,,
LX001670,xed,ú’úáy,n,,e1ef7d21d333002574eb800ccb625a81,,
